day,date,tender,docket_no,sales_rep,time,value
Monday,2023-05-15,Integrated EFTP,D36300012049,Jill (Jilly),2025-05-06 10:51:00,432.97
Monday,2023-05-15,Integrated EFTP,D36300012050,Paula,2025-05-06 11:45:00,519.97
Monday,2023-05-15,Integrated EFTP,D36300012051,Paula,2025-05-06 11:51:00,47.99
Monday,2023-05-15,Integrated EFTP,D36300012052,Paula,2025-05-06 11:59:00,119.99
Monday,2023-05-15,Integrated EFTP,D36300012053,Francesca,2025-05-06 12:15:00,-399.99
Monday,2023-05-15,Integrated EFTP,D36300012054,Paula,2025-05-06 12:19:00,95.99
Monday,2023-05-15,Integrated EFTP,D36300012055,Paula,2025-05-06 12:34:00,135.99
Monday,2023-05-15,Integrated EFTP,D36300012056,Jill (Jilly),2025-05-06 13:36:00,199.99
Monday,2023-05-15,Integrated EFTP,D36300012057,Paula,2025-05-06 13:56:00,247.98
Monday,2023-05-15,Integrated EFTP,D36300012059,Paula,2025-05-06 16:32:00,487.98
Monday,2023-05-15,Integrated EFTP,D36300012061,Paula,2025-05-06 17:28:00,151.99
Tuesday,2023-05-16,CASH,D36300012073,Jill (Jilly),2025-05-06 14:37:00,187.5
Tuesday,2023-05-16,Credit note,D36300012072,Jill (Jilly),2025-05-06 14:28:00,-295.98
Tuesday,2023-05-16,Integrated EFTP,D36300012063,Jill (Jilly),2025-05-06 10:52:00,149.98
Tuesday,2023-05-16,Integrated EFTP,D36300012064,Paula,2025-05-06 10:57:00,-12.5
Tuesday,2023-05-16,Integrated EFTP,D36300012065,Jill (Jilly),2025-05-06 11:16:00,134.99
Tuesday,2023-05-16,Integrated EFTP,D36300012066,Jill (Jilly),2025-05-06 12:07:00,112.49
Tuesday,2023-05-16,Integrated EFTP,D36300012067,Renee,2025-05-06 13:23:00,44.99
Tuesday,2023-05-16,Integrated EFTP,D36300012068,Renee,2025-05-06 13:28:00,134.98
Tuesday,2023-05-16,Integrated EFTP,D36300012069,Renee,2025-05-06 13:41:00,575.48
Tuesday,2023-05-16,Integrated EFTP,D36300012070,Renee,2025-05-06 13:46:00,119.98
Tuesday,2023-05-16,Integrated EFTP,D36300012071,Jill (Jilly),2025-05-06 14:06:00,119.99
Tuesday,2023-05-16,Integrated EFTP,D36300012074,Renee,2025-05-06 15:38:00,134.99
Tuesday,2023-05-16,Integrated EFTP,D36300012075,Jill (Jilly),2025-05-06 15:45:00,112.49
Tuesday,2023-05-16,Integrated EFTP,D36300012076,Renee,2025-05-06 16:06:00,254.97
Tuesday,2023-05-16,Integrated EFTP,D36300012077,Renee,2025-05-06 16:10:00,97.49
Tuesday,2023-05-16,Integrated EFTP,D36300012078,Jill (Jilly),2025-05-06 16:59:00,261.49
Tuesday,2023-05-16,Mail Order Pick,D363X0000515,Sarah,2025-05-06 19:30:00,119.99
Wednesday,2023-05-17,Credit note,D36300012082,Renee,2025-05-06 09:33:00,295.98
Wednesday,2023-05-17,Gift Voucher,D36300012102,Jill (Jilly),2025-05-06 16:06:00,20.0
Wednesday,2023-05-17,Integrated EFTP,D36300012081,Jill (Jilly),2025-05-06 08:53:00,-295.98
Wednesday,2023-05-17,Integrated EFTP,D36300012083,Renee,2025-05-06 10:02:00,1131.45
Wednesday,2023-05-17,Integrated EFTP,D36300012084,Jill (Jilly),2025-05-06 11:41:00,937.41
Wednesday,2023-05-17,Integrated EFTP,D36300012085,Jill (Jilly),2025-05-06 11:50:00,119.99
Wednesday,2023-05-17,Integrated EFTP,D36300012086,Jill (Jilly),2025-05-06 11:53:00,112.49
Wednesday,2023-05-17,Integrated EFTP,D36300012088,Renee,2025-05-06 12:47:00,112.49
Wednesday,2023-05-17,Integrated EFTP,D36300012089,Renee,2025-05-06 12:50:00,292.46
Wednesday,2023-05-17,Integrated EFTP,D36300012090,Renee,2025-05-06 12:53:00,59.99
Wednesday,2023-05-17,Integrated EFTP,D36300012091,Jill (Jilly),2025-05-06 13:08:00,127.49
Wednesday,2023-05-17,Integrated EFTP,D36300012092,Renee,2025-05-06 13:57:00,112.49
Wednesday,2023-05-17,Integrated EFTP,D36300012093,Jill (Jilly),2025-05-06 13:58:00,553.96
Wednesday,2023-05-17,Integrated EFTP,D36300012094,Jill (Jilly),2025-05-06 14:32:00,427.48
Wednesday,2023-05-17,Integrated EFTP,D36300012095,Renee,2025-05-06 14:49:00,178.0
Wednesday,2023-05-17,Integrated EFTP,D36300012096,Paula,2025-05-06 14:54:00,-151.99
Wednesday,2023-05-17,Integrated EFTP,D36300012097,Jill (Jilly),2025-05-06 15:08:00,-112.49
Wednesday,2023-05-17,Integrated EFTP,D36300012098,Paula,2025-05-06 15:09:00,-135.99
Wednesday,2023-05-17,Integrated EFTP,D36300012099,Renee,2025-05-06 15:20:00,449.98
Wednesday,2023-05-17,Integrated EFTP,D36300012100,Jill (Jilly),2025-05-06 15:28:00,164.98
Wednesday,2023-05-17,Integrated EFTP,D36300012101,Store,2025-05-06 16:01:00,-263.99
Wednesday,2023-05-17,Integrated EFTP,D36300012102,Jill (Jilly),2025-05-06 16:06:00,24.99
Wednesday,2023-05-17,Integrated EFTP,D36300012103,Renee,2025-05-06 16:07:00,67.49
Wednesday,2023-05-17,Integrated EFTP,D36300012104,Renee,2025-05-06 17:05:00,89.98
Wednesday,2023-05-17,Integrated EFTP,D36300012105,Renee,2025-05-06 17:16:00,224.99
Wednesday,2023-05-17,Integrated EFTP,D36300012107,Renee,2025-05-06 17:28:00,97.49
Wednesday,2023-05-17,Mail Order Pick,D363X0000517,Jill (Jilly),2025-05-06 13:34:00,279.99
Wednesday,2023-05-17,Mail Order Pick,D363X0000518,Tate,2025-05-06 19:30:00,183.98
Thursday,2023-05-18,CASH,D36300012112,Renee,2025-05-06 11:20:00,45.0
Thursday,2023-05-18,Integrated EFTP,D36300012110,Sarah,2025-05-06 11:04:00,254.98
Thursday,2023-05-18,Integrated EFTP,D36300012111,Sarah,2025-05-06 11:14:00,149.99
Thursday,2023-05-18,Integrated EFTP,D36300012113,Sarah,2025-05-06 11:35:00,892.43
Thursday,2023-05-18,Integrated EFTP,D36300012115,Teresa,2025-05-06 12:21:00,247.49
Thursday,2023-05-18,Integrated EFTP,D36300012116,Teresa,2025-05-06 12:46:00,247.48
Thursday,2023-05-18,Integrated EFTP,D36300012117,Store,2025-05-06 13:03:00,-11.5
Thursday,2023-05-18,Integrated EFTP,D36300012118,Sarah,2025-05-06 13:09:00,201.49
Thursday,2023-05-18,Integrated EFTP,D36300012119,Renee,2025-05-06 13:10:00,149.99
Thursday,2023-05-18,Integrated EFTP,D36300012120,Teresa,2025-05-06 13:14:00,97.49
Thursday,2023-05-18,Integrated EFTP,D36300012121,Renee,2025-05-06 13:37:00,149.99
Thursday,2023-05-18,Integrated EFTP,D36300012122,Sarah,2025-05-06 14:05:00,172.49
Thursday,2023-05-18,Integrated EFTP,D36300012123,Sarah,2025-05-06 14:18:00,448.98
Thursday,2023-05-18,Integrated EFTP,D36300012125,Renee,2025-05-06 14:41:00,97.49
Thursday,2023-05-18,Integrated EFTP,D36300012126,Renee,2025-05-06 14:49:00,89.0
Thursday,2023-05-18,Integrated EFTP,D36300012127,Renee,2025-05-06 15:01:00,97.49
Thursday,2023-05-18,Integrated EFTP,D36300012128,Teresa,2025-05-06 15:01:00,112.49
Thursday,2023-05-18,Integrated EFTP,D36300012129,Renee,2025-05-06 15:16:00,247.48
Thursday,2023-05-18,Integrated EFTP,D36300012130,Sarah,2025-05-06 16:04:00,127.49
Thursday,2023-05-18,Integrated EFTP,D36300012131,Renee,2025-05-06 16:05:00,134.99
Thursday,2023-05-18,Integrated EFTP,D36300012133,Renee,2025-05-06 16:15:00,247.49
Thursday,2023-05-18,Integrated EFTP,D36300012134,Jill (Jilly),2025-05-06 16:23:00,-179.99
Thursday,2023-05-18,Integrated EFTP,D36300012135,Sarah,2025-05-06 16:27:00,119.99
Thursday,2023-05-18,Integrated EFTP,D36300012136,Renee,2025-05-06 16:36:00,337.49
Thursday,2023-05-18,Integrated EFTP,D36300012137,Sarah,2025-05-06 16:46:00,187.49
Thursday,2023-05-18,Integrated EFTP,D36300012138,Sarah,2025-05-06 17:05:00,232.48
Friday,2023-05-19,CASH,D36300012144,Paula,2025-05-06 10:03:00,67.5
Friday,2023-05-19,CASH,D36300012156,Sarah,2025-05-06 12:38:00,150.0
Friday,2023-05-19,Integrated EFTP,D36300012146,Paula,2025-05-06 10:12:00,169.98
Friday,2023-05-19,Integrated EFTP,D36300012147,Renee,2025-05-06 10:30:00,206.99
Friday,2023-05-19,Integrated EFTP,D36300012148,Paula,2025-05-06 11:08:00,90.99
Friday,2023-05-19,Integrated EFTP,D36300012149,Sarah,2025-05-06 11:18:00,215.98
Friday,2023-05-19,Integrated EFTP,D36300012150,Sarah,2025-05-06 11:45:00,161.99
Friday,2023-05-19,Integrated EFTP,D36300012155,Maria,2025-05-06 12:13:00,-279.99
Friday,2023-05-19,Integrated EFTP,D36300012156,Sarah,2025-05-06 12:38:00,74.99
Friday,2023-05-19,Integrated EFTP,D36300012157,Sarah,2025-05-06 12:52:00,161.99
Friday,2023-05-19,Integrated EFTP,D36300012158,Sarah,2025-05-06 13:00:00,161.99
Friday,2023-05-19,Integrated EFTP,D36300012161,Sarah,2025-05-06 13:18:00,104.99
Friday,2023-05-19,Integrated EFTP,D36300012162,Sarah,2025-05-06 13:22:00,83.99
Friday,2023-05-19,Integrated EFTP,D36300012163,Renee,2025-05-06 13:45:00,214.98
Friday,2023-05-19,Integrated EFTP,D36300012164,Paula,2025-05-06 13:47:00,459.98
Friday,2023-05-19,Integrated EFTP,D36300012169,Paula,2025-05-06 14:40:00,134.99
Friday,2023-05-19,Integrated EFTP,D36300012171,Renee,2025-05-06 15:00:00,84.99
Friday,2023-05-19,Integrated EFTP,D36300012175,Renee,2025-05-06 15:50:00,206.99
Friday,2023-05-19,Integrated EFTP,D36300012176,Tate,2025-05-06 16:08:00,-143.99
Friday,2023-05-19,Integrated EFTP,D36300012177,Renee,2025-05-06 16:09:00,357.99
Friday,2023-05-19,Integrated EFTP,D36300012178,Sarah,2025-05-06 16:19:00,323.98
Friday,2023-05-19,Integrated EFTP,D36300012179,Renee,2025-05-06 16:23:00,90.99
Friday,2023-05-19,Integrated EFTP,D36300012184,Renee,2025-05-06 17:27:00,305.98
Saturday,2023-05-20,CASH,D36300012189,Sarah,2025-05-06 10:09:00,153.0
Saturday,2023-05-20,CASH,D36300012213,Sarah,2025-05-06 15:02:00,100.0
Saturday,2023-05-20,Integrated EFTP,D36300012186,Sarah,2025-05-06 09:53:00,134.99
Saturday,2023-05-20,Integrated EFTP,D36300012188,Sarah,2025-05-06 10:03:00,42.95
Saturday,2023-05-20,Integrated EFTP,D36300012190,Sarah,2025-05-06 10:13:00,90.99
Saturday,2023-05-20,Integrated EFTP,D36300012191,Renee,2025-05-06 10:23:00,359.97
Saturday,2023-05-20,Integrated EFTP,D36300012192,Sarah,2025-05-06 10:44:00,225.98
Saturday,2023-05-20,Integrated EFTP,D36300012194,Pammi,2025-05-06 11:31:00,34.46
Saturday,2023-05-20,Integrated EFTP,D36300012195,Sarah,2025-05-06 11:42:00,287.98
Saturday,2023-05-20,Integrated EFTP,D36300012196,Sarah,2025-05-06 11:52:00,134.99
Saturday,2023-05-20,Integrated EFTP,D36300012197,Sarah,2025-05-06 11:58:00,90.99
Saturday,2023-05-20,Integrated EFTP,D36300012198,Pammi,2025-05-06 11:58:00,179.99
Saturday,2023-05-20,Integrated EFTP,D36300012200,Renee,2025-05-06 12:19:00,97.99
Saturday,2023-05-20,Integrated EFTP,D36300012203,Pammi,2025-05-06 12:31:00,125.99
Saturday,2023-05-20,Integrated EFTP,D36300012204,Sarah,2025-05-06 12:44:00,242.99
Saturday,2023-05-20,Integrated EFTP,D36300012205,Renee,2025-05-06 12:46:00,458.96
Saturday,2023-05-20,Integrated EFTP,D36300012206,Renee,2025-05-06 12:55:00,118.99
Saturday,2023-05-20,Integrated EFTP,D36300012207,Renee,2025-05-06 13:18:00,134.99
Saturday,2023-05-20,Integrated EFTP,D36300012208,Sarah,2025-05-06 13:36:00,314.99
Saturday,2023-05-20,Integrated EFTP,D36300012209,Sarah,2025-05-06 13:53:00,107.99
Saturday,2023-05-20,Integrated EFTP,D36300012210,Sarah,2025-05-06 13:54:00,305.98
Saturday,2023-05-20,Integrated EFTP,D36300012211,Sarah,2025-05-06 14:43:00,90.99
Saturday,2023-05-20,Integrated EFTP,D36300012212,Renee,2025-05-06 14:56:00,270.98
Saturday,2023-05-20,Integrated EFTP,D36300012213,Sarah,2025-05-06 15:02:00,4.99
Saturday,2023-05-20,Integrated EFTP,D36300012214,Renee,2025-05-06 15:08:00,224.99
Saturday,2023-05-20,Integrated EFTP,D36300012215,Paula,2025-05-06 15:25:00,-183.99
Saturday,2023-05-20,Integrated EFTP,D36300012216,Sarah,2025-05-06 15:29:00,343.96
Saturday,2023-05-20,Integrated EFTP,D36300012218,Renee,2025-05-06 15:37:00,90.99
Saturday,2023-05-20,Integrated EFTP,D36300012219,Renee,2025-05-06 15:38:00,349.99
Saturday,2023-05-20,Integrated EFTP,D36300012220,Pammi,2025-05-06 15:45:00,449.99
Saturday,2023-05-20,Integrated EFTP,D36300012221,Renee,2025-05-06 15:47:00,170.99
Saturday,2023-05-20,Integrated EFTP,D36300012222,Renee,2025-05-06 15:54:00,179.99
Saturday,2023-05-20,Integrated EFTP,D36300012223,Sarah,2025-05-06 16:21:00,179.99
Saturday,2023-05-20,Integrated EFTP,D36300012224,Renee,2025-05-06 16:45:00,321.97
Saturday,2023-05-20,Integrated EFTP,D36300012225,Sarah,2025-05-06 16:54:00,111.99
Sunday,2023-05-21,CASH,D36300012246,Jill (Jilly),2025-05-06 13:48:00,50.0
Sunday,2023-05-21,Integrated EFTP,D36300012228,Paula,2025-05-06 10:52:00,104.99
Sunday,2023-05-21,Integrated EFTP,D36300012229,Paula,2025-05-06 11:17:00,152.99
Sunday,2023-05-21,Integrated EFTP,D36300012230,Paula,2025-05-06 11:25:00,206.99
Sunday,2023-05-21,Integrated EFTP,D36300012231,Paula,2025-05-06 11:27:00,216.98
Sunday,2023-05-21,Integrated EFTP,D36300012236,Jill (Jilly),2025-05-06 11:44:00,422.99
Sunday,2023-05-21,Integrated EFTP,D36300012237,Paula,2025-05-06 11:45:00,349.99
Sunday,2023-05-21,Integrated EFTP,D36300012238,Paula,2025-05-06 12:20:00,170.99
Sunday,2023-05-21,Integrated EFTP,D36300012239,Paula,2025-05-06 12:26:00,116.99
Sunday,2023-05-21,Integrated EFTP,D36300012240,Francesca,2025-05-06 12:39:00,90.99
Sunday,2023-05-21,Integrated EFTP,D36300012242,Jill (Jilly),2025-05-06 13:06:00,79.99
Sunday,2023-05-21,Integrated EFTP,D36300012243,Francesca,2025-05-06 13:07:00,195.98
Sunday,2023-05-21,Integrated EFTP,D36300012244,Jill (Jilly),2025-05-06 13:42:00,150.99
Sunday,2023-05-21,Integrated EFTP,D36300012245,Francesca,2025-05-06 13:46:00,359.98
Sunday,2023-05-21,Integrated EFTP,D36300012246,Jill (Jilly),2025-05-06 13:48:00,299.99
Sunday,2023-05-21,Integrated EFTP,D36300012247,Paula,2025-05-06 14:07:00,209.98
Sunday,2023-05-21,Integrated EFTP,D36300012248,Jill (Jilly),2025-05-06 14:13:00,223.98
Sunday,2023-05-21,Integrated EFTP,D36300012249,Paula,2025-05-06 14:49:00,242.99
Sunday,2023-05-21,Integrated EFTP,D36300012250,Jill (Jilly),2025-05-06 15:10:00,305.98
Sunday,2023-05-21,Integrated EFTP,D36300012252,Jill (Jilly),2025-05-06 15:49:00,179.99
Sunday,2023-05-21,Integrated EFTP,D36300012253,Paula,2025-05-06 16:01:00,104.99
Sunday,2023-05-21,Integrated EFTP,D36300012254,Paula,2025-05-06 16:03:00,80.99
Sunday,2023-05-21,Integrated EFTP,D36300012255,Paula,2025-05-06 16:21:00,29.69
Monday,2023-05-22,CASH,D36300012278,Jill (Jilly),2025-05-06 16:13:00,153.0
Monday,2023-05-22,Integrated EFTP,D36300012259,Paula,2025-05-06 09:58:00,332.98
Monday,2023-05-22,Integrated EFTP,D36300012260,Paula,2025-05-06 10:57:00,329.98
Monday,2023-05-22,Integrated EFTP,D36300012261,Paula,2025-05-06 11:11:00,107.98
Monday,2023-05-22,Integrated EFTP,D36300012262,Paula,2025-05-06 11:49:00,1106.94
Monday,2023-05-22,Integrated EFTP,D36300012264,Jill (Jilly),2025-05-06 11:54:00,349.99
Monday,2023-05-22,Integrated EFTP,D36300012265,Paula,2025-05-06 12:16:00,90.99
Monday,2023-05-22,Integrated EFTP,D36300012266,Paula,2025-05-06 12:36:00,319.97
Monday,2023-05-22,Integrated EFTP,D36300012268,Jill (Jilly),2025-05-06 13:00:00,179.99
Monday,2023-05-22,Integrated EFTP,D36300012269,Jill (Jilly),2025-05-06 13:36:00,674.97
Monday,2023-05-22,Integrated EFTP,D36300012274,Jill (Jilly),2025-05-06 15:27:00,520.96
Monday,2023-05-22,Integrated EFTP,D36300012275,Renee,2025-05-06 15:43:00,-263.99
Monday,2023-05-22,Integrated EFTP,D36300012276,Paula,2025-05-06 15:50:00,83.99
Monday,2023-05-22,Integrated EFTP,D36300012277,Paula,2025-05-06 15:58:00,143.99
Monday,2023-05-22,Integrated EFTP,D36300012279,Paula,2025-05-06 17:17:00,111.99
Monday,2023-05-22,Integrated EFTP,D36300012280,Jill (Jilly),2025-05-06 17:24:00,143.98
Monday,2023-05-22,Mail Order Pick,D363X0000527,Sarah,2025-05-06 13:34:00,90.99
Tuesday,2023-05-23,Gift Voucher,D36300012293,Jill (Jilly),2025-05-06 16:13:00,100.0
Tuesday,2023-05-23,Integrated EFTP,D36300012283,Jill (Jilly),2025-05-06 11:44:00,449.99
Tuesday,2023-05-23,Integrated EFTP,D36300012284,Renee,2025-05-06 12:33:00,865.95
Tuesday,2023-05-23,Integrated EFTP,D36300012285,Jill (Jilly),2025-05-06 12:33:00,708.94
Tuesday,2023-05-23,Integrated EFTP,D36300012286,Renee,2025-05-06 12:44:00,689.96
Tuesday,2023-05-23,Integrated EFTP,D36300012287,Renee,2025-05-06 13:36:00,188.98
Tuesday,2023-05-23,Integrated EFTP,D36300012288,Jill (Jilly),2025-05-06 14:17:00,314.99
Tuesday,2023-05-23,Integrated EFTP,D36300012289,Jill (Jilly),2025-05-06 14:31:00,90.99
Tuesday,2023-05-23,Integrated EFTP,D36300012292,Jill (Jilly),2025-05-06 15:31:00,-159.99
Tuesday,2023-05-23,Integrated EFTP,D36300012293,Jill (Jilly),2025-05-06 16:13:00,133.98
Tuesday,2023-05-23,Mail Order Pick,D363X0000529,Paula,2025-05-06 13:30:00,143.99
Wednesday,2023-05-24,Gift Voucher,D36300012328,Jill (Jilly),2025-05-06 17:25:00,20.0
Wednesday,2023-05-24,Integrated EFTP,D36300012297,Renee,2025-05-06 10:04:00,152.99
Wednesday,2023-05-24,Integrated EFTP,D36300012298,Jill (Jilly),2025-05-06 10:39:00,545.97
Wednesday,2023-05-24,Integrated EFTP,D36300012300,Jill (Jilly),2025-05-06 11:10:00,1070.94
Wednesday,2023-05-24,Integrated EFTP,D36300012301,Jill (Jilly),2025-05-06 11:15:00,116.99
Wednesday,2023-05-24,Integrated EFTP,D36300012302,Renee,2025-05-06 11:43:00,90.99
Wednesday,2023-05-24,Integrated EFTP,D36300012303,Renee,2025-05-06 11:49:00,107.98
Wednesday,2023-05-24,Integrated EFTP,D36300012304,Jill (Jilly),2025-05-06 11:54:00,71.99
Wednesday,2023-05-24,Integrated EFTP,D36300012305,Jill (Jilly),2025-05-06 12:08:00,314.99
Wednesday,2023-05-24,Integrated EFTP,D36300012306,Renee,2025-05-06 12:20:00,19.5
Wednesday,2023-05-24,Integrated EFTP,D36300012307,Renee,2025-05-06 13:03:00,152.99
Wednesday,2023-05-24,Integrated EFTP,D36300012309,Sarah,2025-05-06 13:31:00,-127.49
Wednesday,2023-05-24,Integrated EFTP,D36300012310,Jill (Jilly),2025-05-06 13:40:00,107.99
Wednesday,2023-05-24,Integrated EFTP,D36300012311,Renee,2025-05-06 14:35:00,90.99
Wednesday,2023-05-24,Integrated EFTP,D36300012312,Jill (Jilly),2025-05-06 15:27:00,404.98
Wednesday,2023-05-24,Integrated EFTP,D36300012313,Renee,2025-05-06 16:21:00,485.97
Wednesday,2023-05-24,Integrated EFTP,D36300012314,Jill (Jilly),2025-05-06 16:33:00,386.98
Wednesday,2023-05-24,Integrated EFTP,D36300012315,Renee,2025-05-06 16:35:00,107.98
Wednesday,2023-05-24,Integrated EFTP,D36300012316,Jill (Jilly),2025-05-06 16:38:00,224.99
Wednesday,2023-05-24,Integrated EFTP,D36300012317,Renee,2025-05-06 16:39:00,188.98
Wednesday,2023-05-24,Integrated EFTP,D36300012318,Renee,2025-05-06 16:53:00,152.99
Wednesday,2023-05-24,Integrated EFTP,D36300012328,Jill (Jilly),2025-05-06 17:25:00,40.0
Thursday,2023-05-25,Account,D36300012352,Renee,2025-05-06 16:18:00,99.99
Thursday,2023-05-25,Birthday Vouche,D36300012347,Sarah,2025-05-06 15:20:00,20.0
Thursday,2023-05-25,CASH,D36300012341,Sarah,2025-05-06 12:58:00,64.0
Thursday,2023-05-25,CASH,D36300012343,Sarah,2025-05-06 13:16:00,-64.0
Thursday,2023-05-25,CASH,D36300012346,Sarah,2025-05-06 15:01:00,45.95
Thursday,2023-05-25,Integrated EFTP,D36300012331,Sarah,2025-05-06 10:21:00,287.97
Thursday,2023-05-25,Integrated EFTP,D36300012333,Sarah,2025-05-06 10:31:00,263.98
Thursday,2023-05-25,Integrated EFTP,D36300012334,Sarah,2025-05-06 10:37:00,95.98
Thursday,2023-05-25,Integrated EFTP,D36300012335,Sarah,2025-05-06 10:42:00,38.65
Thursday,2023-05-25,Integrated EFTP,D36300012336,Sarah,2025-05-06 10:49:00,223.98
Thursday,2023-05-25,Integrated EFTP,D36300012337,Renee,2025-05-06 11:27:00,1607.91
Thursday,2023-05-25,Integrated EFTP,D36300012338,Sarah,2025-05-06 11:46:00,127.99
Thursday,2023-05-25,Integrated EFTP,D36300012339,Sarah,2025-05-06 12:04:00,143.99
Thursday,2023-05-25,Integrated EFTP,D36300012340,Teresa,2025-05-06 12:10:00,404.94
Thursday,2023-05-25,Integrated EFTP,D36300012342,Sarah,2025-05-06 13:01:00,63.99
Thursday,2023-05-25,Integrated EFTP,D36300012344,Teresa,2025-05-06 13:58:00,119.99
Thursday,2023-05-25,Integrated EFTP,D36300012345,Sarah,2025-05-06 14:34:00,39.99
Thursday,2023-05-25,Integrated EFTP,D36300012347,Sarah,2025-05-06 15:20:00,139.99
Thursday,2023-05-25,Integrated EFTP,D36300012348,Sarah,2025-05-06 15:28:00,-135.99
Thursday,2023-05-25,Integrated EFTP,D36300012349,Sarah,2025-05-06 15:46:00,103.99
Thursday,2023-05-25,Integrated EFTP,D36300012350,Teresa,2025-05-06 15:50:00,703.94
Thursday,2023-05-25,Integrated EFTP,D36300012351,Sarah,2025-05-06 15:59:00,159.99
Thursday,2023-05-25,Mail Order Pick,D363X0000532,Sarah,2025-05-06 19:34:00,95.98
Friday,2023-05-26,Integrated EFTP,D36300012355,Paula,2025-05-06 10:13:00,103.99
Friday,2023-05-26,Integrated EFTP,D36300012357,Paula,2025-05-06 10:30:00,130.0
Friday,2023-05-26,Integrated EFTP,D36300012358,Francesca,2025-05-06 11:58:00,207.98
Friday,2023-05-26,Integrated EFTP,D36300012360,Maria,2025-05-06 12:15:00,16.0
Friday,2023-05-26,Integrated EFTP,D36300012362,Paula,2025-05-06 12:34:00,191.96
Friday,2023-05-26,Integrated EFTP,D36300012364,Francesca,2025-05-06 12:58:00,239.98
Friday,2023-05-26,Integrated EFTP,D36300012365,Francesca,2025-05-06 13:07:00,103.99
Friday,2023-05-26,Integrated EFTP,D36300012366,Gabrielle,2025-05-06 13:08:00,399.97
Friday,2023-05-26,Integrated EFTP,D36300012367,Francesca,2025-05-06 13:41:00,247.98
Friday,2023-05-26,Integrated EFTP,D36300012369,Paula,2025-05-06 14:28:00,391.97
Friday,2023-05-26,Integrated EFTP,D36300012370,Paula,2025-05-06 14:46:00,359.97
Friday,2023-05-26,Integrated EFTP,D36300012371,Francesca,2025-05-06 15:28:00,543.98
Friday,2023-05-26,Integrated EFTP,D36300012372,Francesca,2025-05-06 15:51:00,103.99
Friday,2023-05-26,Integrated EFTP,D36300012373,Sarah,2025-05-06 16:22:00,-187.49
Friday,2023-05-26,Integrated EFTP,D36300012374,Renee,2025-05-06 16:25:00,199.99
Friday,2023-05-26,Integrated EFTP,D36300012375,Renee,2025-05-06 16:41:00,127.99
Friday,2023-05-26,Mail Order Pick,D363X0000533,Renee,2025-05-06 13:31:00,99.99
Saturday,2023-05-27,Integrated EFTP,D36300012379,Pammi,2025-05-06 09:38:00,359.99
Saturday,2023-05-27,Integrated EFTP,D36300012380,Renee,2025-05-06 09:59:00,423.98
Saturday,2023-05-27,Integrated EFTP,D36300012381,Pammi,2025-05-06 10:19:00,127.99
Saturday,2023-05-27,Integrated EFTP,D36300012383,Teresa,2025-05-06 11:25:00,199.99
Saturday,2023-05-27,Integrated EFTP,D36300012384,Pammi,2025-05-06 11:38:00,207.98
Saturday,2023-05-27,Integrated EFTP,D36300012385,Renee,2025-05-06 11:54:00,21.0
Saturday,2023-05-27,Integrated EFTP,D36300012386,Teresa,2025-05-06 12:05:00,551.96
Saturday,2023-05-27,Integrated EFTP,D36300012388,Pammi,2025-05-06 12:10:00,159.99
Saturday,2023-05-27,Integrated EFTP,D36300012389,Renee,2025-05-06 12:22:00,311.97
Saturday,2023-05-27,Integrated EFTP,D36300012390,Teresa,2025-05-06 12:26:00,103.99
Saturday,2023-05-27,Integrated EFTP,D36300012391,Renee,2025-05-06 12:58:00,183.99
Saturday,2023-05-27,Integrated EFTP,D36300012392,Renee,2025-05-06 13:03:00,71.99
Saturday,2023-05-27,Integrated EFTP,D36300012393,Teresa,2025-05-06 13:04:00,135.99
Saturday,2023-05-27,Integrated EFTP,D36300012394,Renee,2025-05-06 13:05:00,199.99
Saturday,2023-05-27,Integrated EFTP,D36300012396,Teresa,2025-05-06 13:54:00,351.97
Saturday,2023-05-27,Integrated EFTP,D36300012397,Pammi,2025-05-06 14:07:00,151.99
Saturday,2023-05-27,Integrated EFTP,D36300012398,Pammi,2025-05-06 14:24:00,135.99
Saturday,2023-05-27,Integrated EFTP,D36300012399,Teresa,2025-05-06 14:53:00,159.99
Saturday,2023-05-27,Integrated EFTP,D36300012400,Teresa,2025-05-06 14:55:00,319.98
Saturday,2023-05-27,Integrated EFTP,D36300012401,Christine,2025-05-06 15:09:00,-103.99
Saturday,2023-05-27,Integrated EFTP,D36300012403,Pammi,2025-05-06 15:32:00,79.99
Saturday,2023-05-27,Integrated EFTP,D36300012404,Pammi,2025-05-06 15:40:00,71.99
Saturday,2023-05-27,Integrated EFTP,D36300012405,Renee,2025-05-06 15:41:00,143.99
Sunday,2023-05-28,CASH,D36300012443,Jill (Jilly),2025-05-06 15:32:00,30.0
Sunday,2023-05-28,Integrated EFTP,D36300012408,Paula,2025-05-06 10:39:00,863.97
Sunday,2023-05-28,Integrated EFTP,D36300012409,Paula,2025-05-06 10:41:00,135.99
Sunday,2023-05-28,Integrated EFTP,D36300012410,Jill (Jilly),2025-05-06 10:49:00,191.98
Sunday,2023-05-28,Integrated EFTP,D36300012411,Paula,2025-05-06 11:12:00,135.99
Sunday,2023-05-28,Integrated EFTP,D36300012412,Jill (Jilly),2025-05-06 11:21:00,239.98
Sunday,2023-05-28,Integrated EFTP,D36300012414,Paula,2025-05-06 11:48:00,95.98
